document_id,cluster
 says the Office for National Statistics (ONS).  The figure is in line with Treasury and Bank of England forecasts. The ONS says gross domestic product (GDP) rose by a strong 0.7% in the three months to 31 December,6
 who is responsible for decorating the tree with broken plates and light bulbs. It is the 17th year that the gallery has invited an artist to dress their Christmas tree. Artists who have decorated the Tate tree in previous years include Tracey Emin in 2002.  The plain green Norway spruce is displayed in the gallery's foyer. Its light bulb adornments are dimmed,9
 with a concert at Parken stadium on 2 April. Other stars are expected to join the line-up in the coming months,5
 Alice Sebold's The Lovely Bones,9
 which has cost £9m to bring to the stage,5
 the play also earned a best actor prize for star Richard Griffiths as teacher Hector. The Producers was named best musical,5
 after winning novel of the year with her book Small Island.  The book has already won the Orange Prize for fiction,5
 starring Nathan Lane and Lee Evans,5
 a clergyman has said.  The Da Vinci Code claims Jesus was not crucified,9
 due to open in the capital,1
 such as Mario Testino,9
" at a cost of £8m is the only answer. Mr Neeson said that the idea was to get a bunch of ""healthy",2
 which carries with it a £25,5
 a story about a boy who is taken on an adventure by a flying horse,5
 a lecturer at London's Imperial College,5
 who has died at the age of 84,5
 Andy Warhol and Henri Matisse. The collection was housed at Versace's six-storey New York townhouse. The 51-year-old designer was shot outside his Florida home in 1997 by suspected serial killer Andrew Cunanan,9
 35,9
 caricatures,1
 who has died in Bath aged 94,7
 and carving out potential careers as ballet dancers.  New research from the Royal Academy of Dance (RAD) has found fewer children over the age of 10 are attending ballet classes and taking exams in the discipline. The organisation blames the growing popularity of computer games and other changes in lifestyle. And there are fears that if the trend is not reversed,2
 director of Venice's famous La Fenice Theatre,9
000 (£5,5
 ahead of the scheduled announcement on 25 December. It will be published simultaneously in the UK,9
 home to some of the UK's greatest artworks,6
" said Cowell, 54, in reference to his brother's caustic remarks on TV shows Pop Idol and The X-Factor. The 2004 winner, Paul Cavanagh, went on to sign a deal with Harper Collins.  This year, the competition is specifically looking for a crime writer. Writers must submit up to 10,000 words from the opening chapters of their novels and a synopsis. Professional readers will choose a shortlist of five following the competition closing date on 14 January.  The final five will then have to read their work in front of judging panel. A public vote will also take place, which will account for 25% of the final decision. The winner will be announced at the London Book Fair on 14 March next year and could be screened on TV. It's very",5
 Robert Redford cuts an unmistakable figure through the star-struck crowds at Sundance.  It's a rare downtown appearance for the man who started the annual festival in Park City,4
 bright colours found in the two earlier films,2
 who played the title role,5
 Arts and Sciences has sent out the first ballot papers with the full list of films vying for recognition. Among those expected to receive nominations are The Aviator,5
" said Hanks, who plays five roles in the movie. Polar Express is based on a children's book which tells the story of a young boy's journey to meet Santa Claus. The 48-year-old actor crossed a three-metre high bridge built in the square, which he said was almost impossible to get across"". Hundreds of fans greeted the star",5
" said Mr Williams.  This cannot be perpetuated in movies."" Shooting on the sequel is expected to begin in April",1
 including Cate Blanchett,5
 and won a producer's credit. But he is not on the list of producers who can win a best film Oscar due to a limit on the number of nominees. The Oscars organisers have picked two of The Aviator's four producers to be nominated for best film.  Up to three producers can be named per film but the studios behind The Aviator and Million Dollar Baby failed to trim their credits - so the Academy of Motion Pictures Arts and Sciences (Ampas) has done it for them. The Aviator's nominated producers are Michael Mann and Graham King - with Mr Evans and Sandy Climan,5
 a wine-tasting comedy starring Paul Giamatti,5
" radio or TV for success at the Oscars in February. ""This film should be judged on its artistic merit",5
 who has made more than 100 films in a 40-year career,5
 who was married to actress Ruby Dee,5
 according to a table drawn up by France's Le Figaro newspaper. In The Chorus (Les Choristes),5
 boosting their Oscars hopes this month.  Foxx's portrayal of late soul-singer Ray Charles in Ray had already earned him a prestigious Golden Globe award. Swank triumphed for playing a gutsy female boxer in Million Dollar Baby. Modest wine country comedy Sideways knocked out favourites Million Dollar Baby and The Aviator by taking the top prize for best cast performance.  The Screen Actors Guild (SAG) represents US film and TV actors. Its winners often go on to win Oscars. In other nominations,5
